,0,1,2,3,4,h,t,u,prediction,PI,S,SA,SP,VB,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,East,North,South,South-East,West,Metropolitan,Victoria,24
58,67,373,0,1,2.0,0,0,1,462500.0,0,1,0,0,0,1011,2016.0,7.0,16.0,13.5,3042.0,2.0,1.0,1.0,0,164.0,0.0,1,2003.0,997,0,-37.7218,144.8863,0,0,0,0,1,1,0,3464.0
59,67,373,0,1,3.0,1,0,0,670000.0,0,0,0,1,0,1011,2016.0,7.0,16.0,13.5,3042.0,3.0,2.0,2.0,0,657.0,0.0,1,0.0,997,0,-37.7269,144.8742,0,0,0,0,1,1,0,3464.0
60,67,373,0,1,2.0,1,0,0,675000.0,0,1,0,0,0,1011,2016.0,7.0,16.0,13.5,3042.0,2.0,1.0,1.0,0,612.0,100.0,0,1975.0,997,0,-37.7187,144.8765,0,0,0,0,1,1,0,3464.0
61,67,373,0,1,3.0,1,0,0,1042000.0,0,1,0,0,0,1565,2016.0,7.0,16.0,13.5,3042.0,3.0,2.0,5.0,0,612.0,174.0,0,1950.0,997,0,-37.7173,144.8796,0,0,0,0,1,1,0,3464.0
62,67,373,0,1,3.0,1,0,0,910000.0,0,1,0,0,0,39,2016.0,9.0,17.0,13.5,3042.0,3.0,1.0,1.0,0,775.0,0.0,1,0.0,997,0,-37.7231,144.8835,0,0,0,0,1,1,0,3464.0
63,67,373,0,1,4.0,1,0,0,773000.0,0,1,0,0,0,342,2016.0,9.0,17.0,13.5,3042.0,5.0,3.0,4.0,0,531.0,309.0,0,1980.0,997,0,-37.7263,144.8679,0,0,0,0,1,1,0,3464.0
64,67,373,0,1,3.0,1,0,0,810000.0,1,0,0,0,0,1011,2017.0,3.0,18.0,13.5,3042.0,3.0,3.0,2.0,0,555.0,192.0,0,1980.0,997,0,-37.7285,144.8694,0,0,0,0,1,1,0,3464.0
65,67,373,0,1,3.0,1,0,0,715000.0,0,1,0,0,0,66,2017.0,3.0,18.0,13.5,3042.0,3.0,2.0,2.0,0,422.0,126.0,0,1995.0,997,0,-37.7164,144.8792,0,0,0,0,1,1,0,3464.0
66,67,373,0,1,3.0,1,0,0,790000.0,0,1,0,0,0,1565,2017.0,3.0,18.0,13.5,3042.0,3.0,1.0,3.0,0,614.0,0.0,1,0.0,997,0,-37.7194,144.8827,0,0,0,0,1,1,0,3464.0
67,67,373,0,1,3.0,0,1,0,540000.0,0,0,0,1,0,1565,2016.0,6.0,18.0,13.5,3042.0,2.0,2.0,1.0,0,161.0,101.0,0,2010.0,997,0,-37.7231,144.8802,0,0,0,0,1,1,0,3464.0
68,67,373,0,1,3.0,0,1,0,825000.0,0,0,0,1,0,1011,2016.0,11.0,19.0,13.5,3042.0,3.0,2.0,1.0,0,293.0,102.0,0,1960.0,997,0,-37.72,144.8776,0,0,0,0,1,1,0,3464.0
69,67,373,0,1,3.0,1,0,0,685000.0,0,1,0,0,0,1011,2016.0,5.0,22.0,13.5,3042.0,3.0,1.0,1.0,0,579.0,113.0,0,1975.0,997,0,-37.7226,144.8733,0,0,0,0,1,1,0,3464.0
70,67,373,0,1,3.0,1,0,0,805000.0,0,1,0,0,0,1011,2016.0,8.0,22.0,13.5,3042.0,3.0,1.0,1.0,0,623.0,0.0,1,0.0,997,0,-37.7184,144.882,0,0,0,0,1,1,0,3464.0
71,67,373,0,1,2.0,0,0,1,510000.0,0,1,0,0,0,1565,2016.0,8.0,22.0,13.5,3042.0,2.0,1.0,1.0,0,141.0,76.0,0,0.0,997,0,-37.7202,144.8797,0,0,0,0,1,1,0,3464.0
72,67,373,0,1,3.0,1,0,0,612000.0,0,1,0,0,0,1565,2016.0,8.0,22.0,13.5,3042.0,3.0,2.0,1.0,0,212.0,0.0,1,0.0,997,0,-37.7181,144.8824,0,0,0,0,1,1,0,3464.0
73,67,373,0,1,3.0,1,0,0,662000.0,0,1,0,0,0,342,2016.0,4.0,23.0,13.5,3042.0,3.0,1.0,2.0,0,612.0,0.0,1,0.0,997,0,-37.7169,144.8815,0,0,0,0,1,1,0,3464.0
74,67,373,0,1,4.0,1,0,0,978000.0,0,1,0,0,0,1565,2016.0,9.0,24.0,13.5,3042.0,4.0,3.0,2.0,0,532.0,0.0,1,0.0,997,0,-37.7263,144.869,0,0,0,0,1,1,0,3464.0
75,67,373,0,1,3.0,1,0,0,720000.0,1,0,0,0,0,1565,2017.0,2.0,25.0,13.5,3042.0,3.0,1.0,1.0,0,585.0,0.0,1,0.0,997,0,-37.72,144.878,0,0,0,0,1,1,0,3464.0
76,67,373,0,1,4.0,1,0,0,765000.0,0,1,0,0,0,11,2016.0,11.0,27.0,13.5,3042.0,4.0,1.0,2.0,0,509.0,0.0,1,0.0,997,0,-37.7261,144.8785,0,0,0,0,1,1,0,3464.0
77,67,373,0,1,4.0,1,0,0,900000.0,0,1,0,0,0,168,2016.0,11.0,27.0,13.5,3042.0,4.0,2.0,3.0,0,628.0,146.0,0,1975.0,997,0,-37.7256,144.8739,0,0,0,0,1,1,0,3464.0
78,69,304,0,1,2.0,1,0,0,1275000.0,0,1,0,0,0,1167,2016.0,3.0,9.0,3.3,3206.0,2.0,1.0,0.0,0,120.0,82.0,0,1900.0,628,0,-37.8459,144.9555,0,0,1,0,0,1,0,3280.0
79,69,304,0,1,2.0,1,0,0,1455000.0,0,1,0,0,0,42,2016.0,3.0,9.0,3.3,3206.0,2.0,1.0,0.0,0,159.0,0.0,1,0.0,628,0,-37.845,144.9538,0,0,1,0,0,1,0,3280.0
80,69,304,0,1,3.0,1,0,0,2850000.0,1,0,0,0,0,632,2017.0,4.0,3.0,3.3,3206.0,3.0,2.0,0.0,0,211.0,198.0,0,1890.0,628,0,-37.8481,144.9499,0,0,1,0,0,1,0,3280.0
81,69,304,0,1,3.0,1,0,0,1850000.0,0,1,0,0,0,239,2017.0,4.0,3.0,3.3,3206.0,3.0,2.0,0.0,0,128.0,133.0,0,1890.0,628,0,-37.8452,144.9488,0,0,1,0,0,1,0,3280.0
82,69,304,0,1,2.0,1,0,0,1436000.0,0,1,0,0,0,184,2017.0,4.0,3.0,3.3,3206.0,2.0,1.0,0.0,0,130.0,81.0,0,1900.0,628,0,-37.8431,144.9565,0,0,1,0,0,1,0,3280.0
83,69,304,0,1,2.0,1,0,0,1110000.0,0,1,0,0,0,659,2016.0,6.0,8.0,3.3,3206.0,1.0,1.0,0.0,0,147.0,0.0,1,1900.0,628,0,-37.8444,144.9484,0,0,1,0,0,1,0,3280.0
84,69,304,0,1,2.0,1,0,0,1550000.0,0,1,0,0,0,6,2016.0,7.0,5.0,3.3,3206.0,2.0,1.0,1.0,0,167.0,0.0,1,0.0,628,0,-37.8405,144.9521,0,0,1,0,0,1,0,3280.0
85,69,304,0,1,4.0,1,0,0,2300000.0,0,1,0,0,0,659,2016.0,7.0,5.0,3.3,3206.0,4.0,2.0,1.0,0,153.0,180.0,0,1880.0,628,0,-37.8447,144.9523,0,0,1,0,0,1,0,3280.0
86,69,304,0,1,3.0,0,1,0,1550000.0,0,0,0,0,1,659,2016.0,7.0,11.0,3.3,3206.0,3.0,2.0,2.0,0,718.0,0.0,1,0.0,628,0,-37.8443,144.9598,0,0,1,0,0,1,0,3280.0
87,69,304,0,1,3.0,1,0,0,1800000.0,0,0,0,0,1,239,2016.0,7.0,11.0,3.3,3206.0,3.0,2.0,1.0,0,132.0,159.0,0,1996.0,628,0,-37.8415,144.952,0,0,1,0,0,1,0,3280.0
88,69,304,0,1,2.0,1,0,0,2120000.0,0,1,0,0,0,239,2016.0,10.0,9.0,3.3,3206.0,2.0,1.0,1.0,0,199.0,107.0,0,1900.0,628,0,-37.8422,144.9554,0,0,1,0,0,1,0,3280.0
89,69,304,0,1,3.0,1,0,0,1800000.0,0,0,0,0,1,52,2016.0,10.0,9.0,3.3,3206.0,3.0,1.0,1.0,0,253.0,0.0,1,0.0,628,0,-37.8443,144.9579,0,0,1,0,0,1,0,3280.0
90,69,304,0,1,3.0,1,0,0,1800000.0,0,1,0,0,0,659,2016.0,10.0,9.0,3.3,3206.0,3.0,2.0,1.0,0,90.0,122.0,0,1900.0,628,0,-37.8421,144.9571,0,0,1,0,0,1,0,3280.0
91,69,304,0,1,2.0,1,0,0,1810000.0,1,0,0,0,0,239,2016.0,10.0,12.0,3.3,3206.0,2.0,1.0,0.0,0,240.0,0.0,1,0.0,628,0,-37.8379,144.9539,0,0,1,0,0,1,0,3280.0
92,69,304,0,1,3.0,1,0,0,2615000.0,0,1,0,0,0,52,2016.0,10.0,12.0,3.3,3206.0,3.0,2.0,1.0,0,177.0,181.0,0,1880.0,628,0,-37.8415,144.9585,0,0,1,0,0,1,0,3280.0
93,69,304,0,1,5.0,1,0,0,2100000.0,0,1,0,0,0,239,2016.0,10.0,12.0,3.3,3206.0,5.0,2.0,1.0,0,237.0,0.0,1,0.0,628,0,-37.8436,144.9557,0,0,1,0,0,1,0,3280.0
94,69,304,0,1,3.0,1,0,0,1300000.0,0,1,0,0,0,1167,2016.0,10.0,12.0,3.3,3206.0,3.0,1.0,0.0,0,129.0,0.0,1,0.0,628,0,-37.8422,144.94899999999996,0,0,1,0,0,1,0,3280.0
95,69,304,0,1,3.0,1,0,0,1370000.0,0,1,0,0,0,239,2016.0,12.0,6.0,3.3,3206.0,3.0,2.0,2.0,0,0.0,85.0,0,2000.0,628,0,-37.8451,144.9511,0,0,1,0,0,1,0,3280.0
96,69,304,0,1,2.0,1,0,0,1000000.0,0,1,0,0,0,52,2016.0,12.0,11.0,3.3,3206.0,2.0,1.0,0.0,0,288.0,0.0,1,0.0,628,0,-37.8407,144.9523,0,0,1,0,0,1,0,3280.0
97,69,304,0,1,3.0,1,0,0,2575000.0,0,1,0,0,0,239,2016.0,10.0,15.0,3.3,3206.0,3.0,2.0,1.0,0,228.0,0.0,1,0.0,628,0,-37.8445,144.9501,0,0,1,0,0,1,0,3280.0
98,69,304,0,1,2.0,1,0,0,1322500.0,0,1,0,0,0,239,2016.0,10.0,15.0,3.3,3206.0,2.0,1.0,0.0,0,149.0,98.0,0,1890.0,628,0,-37.8443,144.9481,0,0,1,0,0,1,0,3280.0
99,69,304,0,1,2.0,1,0,0,1562500.0,0,1,0,0,0,239,2016.0,10.0,15.0,3.3,3206.0,2.0,1.0,0.0,0,141.0,83.0,0,1890.0,628,0,-37.8424,144.9562,0,0,1,0,0,1,0,3280.0
100,69,304,0,1,3.0,1,0,0,2000000.0,0,0,0,0,1,184,2016.0,4.0,16.0,3.3,3206.0,3.0,2.0,1.0,0,211.0,147.0,0,1900.0,628,0,-37.847,144.9575,0,0,1,0,0,1,0,3280.0
101,69,304,0,1,3.0,1,0,0,1900000.0,0,1,0,0,0,239,2017.0,3.0,18.0,3.3,3206.0,3.0,1.0,0.0,0,209.0,0.0,1,1900.0,628,0,-37.8468,144.9546,0,0,1,0,0,1,0,3280.0
102,69,304,0,1,3.0,1,0,0,3010000.0,0,1,0,0,0,239,2017.0,3.0,18.0,3.3,3206.0,3.0,2.0,0.0,0,147.0,146.0,0,1890.0,628,0,-37.8473,144.9551,0,0,1,0,0,1,0,3280.0
103,69,304,0,1,4.0,1,0,0,2800000.0,0,0,0,0,1,52,2016.0,6.0,18.0,3.3,3206.0,4.0,3.0,1.0,0,327.0,254.0,0,1910.0,628,0,-37.8467,144.9475,0,0,1,0,0,1,0,3280.0
104,69,304,0,1,2.0,0,0,1,647000.0,0,1,0,0,0,239,2016.0,5.0,22.0,3.3,3206.0,2.0,1.0,1.0,0,0.0,0.0,1,0.0,628,0,-37.846,144.9542,0,0,1,0,0,1,0,3280.0
105,69,304,0,1,3.0,1,0,0,2100000.0,0,0,0,1,0,659,2016.0,4.0,23.0,3.3,3206.0,2.0,1.0,1.0,0,120.0,123.0,0,1900.0,628,0,-37.8427,144.9546,0,0,1,0,0,1,0,3280.0
106,69,304,0,1,3.0,1,0,0,2000000.0,1,0,0,0,0,659,2016.0,9.0,24.0,3.3,3206.0,3.0,1.0,1.0,0,238.0,131.0,0,1890.0,628,0,-37.8461,144.9528,0,0,1,0,0,1,0,3280.0
107,69,304,0,1,1.0,0,0,1,442500.0,0,1,0,0,0,659,2017.0,2.0,25.0,3.3,3206.0,1.0,1.0,0.0,0,0.0,34.0,0,1970.0,628,0,-37.8421,144.9517,0,0,1,0,0,1,0,3280.0
108,69,304,0,1,4.0,1,0,0,4735000.0,0,1,0,0,0,659,2017.0,2.0,25.0,3.3,3206.0,4.0,2.0,1.0,0,330.0,207.0,0,1910.0,628,0,-37.8477,144.9558,0,0,1,0,0,1,0,3280.0
109,69,304,0,1,2.0,1,0,0,1340000.0,0,1,0,0,0,239,2017.0,2.0,25.0,3.3,3206.0,2.0,1.0,0.0,0,136.0,0.0,1,0.0,628,0,-37.846,144.9517,0,0,1,0,0,1,0,3280.0
110,69,304,0,1,3.0,1,0,0,1801000.0,0,1,0,0,0,1167,2017.0,2.0,25.0,3.3,3206.0,3.0,1.0,1.0,0,202.0,0.0,1,0.0,628,0,-37.8429,144.9493,0,0,1,0,0,1,0,3280.0
111,69,304,0,1,3.0,1,0,0,1532000.0,0,1,0,0,0,77,2016.0,7.0,26.0,3.3,3206.0,3.0,3.0,1.0,0,0.0,0.0,1,0.0,628,0,-37.8415,144.9585,0,0,1,0,0,1,0,3280.0
